zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
45832,OH,Van Wert County,Van Wert County,OH,161,,,,
45833,OH,Van Wert County,Van Wert County,OH,161,,,,
45838,OH,Van Wert County,Van Wert County,OH,161,,,,
45844,OH,Van Wert County,Van Wert County,OH,161,,,,
45849,OH,Van Wert County,Van Wert County,OH,161,,,,
45863,OH,Van Wert County,Van Wert County,OH,161,,,,
45874,OH,Van Wert County,Van Wert County,OH,161,,,,
45882,OH,Van Wert County,Van Wert County,OH,161,,,,
45886,OH,Van Wert County,Van Wert County,OH,161,,,,
45887,OH,Van Wert County,Van Wert County,OH,161,,,,
45891,OH,Van Wert County,Van Wert County,OH,161,,,,
45894,OH,Van Wert County,Van Wert County,OH,161,,,,
45898,OH,Van Wert County,Van Wert County,OH,161,,,,
45899,OH,Van Wert County,Van Wert County,OH,161,,,,
43138,OH,Vinton County,Vinton County,OH,163,,,,
43152,OH,Vinton County,Vinton County,OH,163,,,,
45622,OH,Vinton County,Vinton County,OH,163,,,,
45634,OH,Vinton County,Vinton County,OH,163,,,,
45647,OH,Vinton County,Vinton County,OH,163,,,,
45651,OH,Vinton County,Vinton County,OH,163,,,,
45654,OH,Vinton County,Vinton County,OH,163,,,,
45672,OH,Vinton County,Vinton County,OH,163,,,,
45686,OH,Vinton County,Vinton County,OH,163,,,,
45692,OH,Vinton County,Vinton County,OH,163,,,,
45695,OH,Vinton County,Vinton County,OH,163,,,,
45698,OH,Vinton County,Vinton County,OH,163,,,,
45710,OH,Vinton County,Vinton County,OH,163,,,,
45741,OH,Vinton County,Vinton County,OH,163,,,,
45766,OH,Vinton County,Vinton County,OH,163,,,,
45005,OH,Warren County,Warren County,OH,165,,,,
45032,OH,Warren County,Warren County,OH,165,,,,
45034,OH,Warren County,Warren County,OH,165,,,,
45036,OH,Warren County,Warren County,OH,165,,,,
45039,OH,Warren County,Warren County,OH,165,,,,
45040,OH,Warren County,Warren County,OH,165,,,,
45042,OH,Warren County,Warren County,OH,165,,,,
45044,OH,Warren County,Warren County,OH,165,,,,
45050,OH,Warren County,Warren County,OH,165,,,,
45054,OH,Warren County,Warren County,OH,165,,,,
45065,OH,Warren County,Warren County,OH,165,,,,
45066,OH,Warren County,Warren County,OH,165,,,,
45068,OH,Warren County,Warren County,OH,165,,,,
45107,OH,Warren County,Warren County,OH,165,,,,
45113,OH,Warren County,Warren County,OH,165,,,,
45122,OH,Warren County,Warren County,OH,165,,,,
45140,OH,Warren County,Warren County,OH,165,,,,
45152,OH,Warren County,Warren County,OH,165,,,,
45162,OH,Warren County,Warren County,OH,165,,,,
45241,OH,Warren County,Warren County,OH,165,,,,
45249,OH,Warren County,Warren County,OH,165,,,,
45327,OH,Warren County,Warren County,OH,165,,,,
45342,OH,Warren County,Warren County,OH,165,,,,
45458,OH,Warren County,Warren County,OH,165,,,,
43787,OH,Washington County,Washington County,OH,167,,,,
45712,OH,Washington County,Washington County,OH,167,,,,
45713,OH,Washington County,Washington County,OH,167,,,,
45714,OH,Washington County,Washington County,OH,167,,,,
45715,OH,Washington County,Washington County,OH,167,,,,
45721,OH,Washington County,Washington County,OH,167,,,,
45723,OH,Washington County,Washington County,OH,167,,,,
45724,OH,Washington County,Washington County,OH,167,,,,
45729,OH,Washington County,Washington County,OH,167,,,,
45734,OH,Washington County,Washington County,OH,167,,,,
45742,OH,Washington County,Washington County,OH,167,,,,
45744,OH,Washington County,Washington County,OH,167,,,,
45745,OH,Washington County,Washington County,OH,167,,,,
45746,OH,Washington County,Washington County,OH,167,,,,
45750,OH,Washington County,Washington County,OH,167,,,,
45767,OH,Washington County,Washington County,OH,167,,,,
45768,OH,Washington County,Washington County,OH,167,,,,
45773,OH,Washington County,Washington County,OH,167,,,,
45784,OH,Washington County,Washington County,OH,167,,,,
45786,OH,Washington County,Washington County,OH,167,,,,
45787,OH,Washington County,Washington County,OH,167,,,,
45788,OH,Washington County,Washington County,OH,167,,,,
45789,OH,Washington County,Washington County,OH,167,,,,
44203,OH,Wayne County,Wayne County,OH,169,,,,
44214,OH,Wayne County,Wayne County,OH,169,,,,
44216,OH,Wayne County,Wayne County,OH,169,,,,
44217,OH,Wayne County,Wayne County,OH,169,,,,
44230,OH,Wayne County,Wayne County,OH,169,,,,
44270,OH,Wayne County,Wayne County,OH,169,,,,
44273,OH,Wayne County,Wayne County,OH,169,,,,
44276,OH,Wayne County,Wayne County,OH,169,,,,
44281,OH,Wayne County,Wayne County,OH,169,,,,
44287,OH,Wayne County,Wayne County,OH,169,,,,
44606,OH,Wayne County,Wayne County,OH,169,,,,
44611,OH,Wayne County,Wayne County,OH,169,,,,
44614,OH,Wayne County,Wayne County,OH,169,,,,
44618,OH,Wayne County,Wayne County,OH,169,,,,
44624,OH,Wayne County,Wayne County,OH,169,,,,
44627,OH,Wayne County,Wayne County,OH,169,,,,
44636,OH,Wayne County,Wayne County,OH,169,,,,
44638,OH,Wayne County,Wayne County,OH,169,,,,
44645,OH,Wayne County,Wayne County,OH,169,,,,
44659,OH,Wayne County,Wayne County,OH,169,,,,
44662,OH,Wayne County,Wayne County,OH,169,,,,
44666,OH,Wayne County,Wayne County,OH,169,,,,
44667,OH,Wayne County,Wayne County,OH,169,,,,
44676,OH,Wayne County,Wayne County,OH,169,,,,
44677,OH,Wayne County,Wayne County,OH,169,,,,
44691,OH,Wayne County,Wayne County,OH,169,,,,
44840,OH,Wayne County,Wayne County,OH,169,,,,
43501,OH,Williams County,Williams County,OH,171,,,,
43502,OH,Williams County,Williams County,OH,171,,,,
43505,OH,Williams County,Williams County,OH,171,,,,
43506,OH,Williams County,Williams County,OH,171,,,,
43517,OH,Williams County,Williams County,OH,171,,,,
43518,OH,Williams County,Williams County,OH,171,,,,
43521,OH,Williams County,Williams County,OH,171,,,,
43531,OH,Williams County,Williams County,OH,171,,,,
43543,OH,Williams County,Williams County,OH,171,,,,
43554,OH,Williams County,Williams County,OH,171,,,,
43557,OH,Williams County,Williams County,OH,171,,,,
43570,OH,Williams County,Williams County,OH,171,,,,
43402,OH,Wood County,Wood County,OH,173,,,,
43403,OH,Wood County,Wood County,OH,173,,,,
43406,OH,Wood County,Wood County,OH,173,,,,
43413,OH,Wood County,Wood County,OH,173,,,,
43414,OH,Wood County,Wood County,OH,173,,,,
43430,OH,Wood County,Wood County,OH,173,,,,
43431,OH,Wood County,Wood County,OH,173,,,,
43437,OH,Wood County,Wood County,OH,173,,,,
43441,OH,Wood County,Wood County,OH,173,,,,
43443,OH,Wood County,Wood County,OH,173,,,,
43447,OH,Wood County,Wood County,OH,173,,,,
43450,OH,Wood County,Wood County,OH,173,,,,
43451,OH,Wood County,Wood County,OH,173,,,,
43457,OH,Wood County,Wood County,OH,173,,,,
43460,OH,Wood County,Wood County,OH,173,,,,
43462,OH,Wood County,Wood County,OH,173,,,,
43463,OH,Wood County,Wood County,OH,173,,,,
43465,OH,Wood County,Wood County,OH,173,,,,
43466,OH,Wood County,Wood County,OH,173,,,,
43467,OH,Wood County,Wood County,OH,173,,,,
43469,OH,Wood County,Wood County,OH,173,,,,
43511,OH,Wood County,Wood County,OH,173,,,,
43516,OH,Wood County,Wood County,OH,173,,,,
43522,OH,Wood County,Wood County,OH,173,,,,
43525,OH,Wood County,Wood County,OH,173,,,,
43534,OH,Wood County,Wood County,OH,173,,,,
43541,OH,Wood County,Wood County,OH,173,,,,
43551,OH,Wood County,Wood County,OH,173,,,,
43565,OH,Wood County,Wood County,OH,173,,,,
43569,OH,Wood County,Wood County,OH,173,,,,
43605,OH,Wood County,Wood County,OH,173,,,,
43616,OH,Wood County,Wood County,OH,173,,,,
43619,OH,Wood County,Wood County,OH,173,,,,
43654,OH,Wood County,Wood County,OH,173,,,,
44817,OH,Wood County,Wood County,OH,173,,,,
44830,OH,Wood County,Wood County,OH,173,,,,
45872,OH,Wood County,Wood County,OH,173,,,,
43316,OH,Wyandot County,Wyandot County,OH,175,,,,
43323,OH,Wyandot County,Wyandot County,OH,175,,,,
43330,OH,Wyandot County,Wyandot County,OH,175,,,,
43332,OH,Wyandot County,Wyandot County,OH,175,,,,
43337,OH,Wyandot County,Wyandot County,OH,175,,,,
43351,OH,Wyandot County,Wyandot County,OH,175,,,,
43359,OH,Wyandot County,Wyandot County,OH,175,,,,
44802,OH,Wyandot County,Wyandot County,OH,175,,,,
44844,OH,Wyandot County,Wyandot County,OH,175,,,,
44849,OH,Wyandot County,Wyandot County,OH,175,,,,
44882,OH,Wyandot County,Wyandot County,OH,175,,,,
45843,OH,Wyandot County,Wyandot County,OH,175,,,,
45867,OH,Wyandot County,Wyandot County,OH,175,,,,
74347,OK,Adair County,Adair County,OK,1,,,,
74931,OK,Adair County,Adair County,OK,1,,,,
74960,OK,Adair County,Adair County,OK,1,,,,
74964,OK,Adair County,Adair County,OK,1,,,,
74965,OK,Adair County,Adair County,OK,1,,,,
73716,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73717,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73719,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73722,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73726,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73728,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73739,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73741,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73749,OK,Alfalfa County,Alfalfa County,OK,3,,,,
73432,OK,Atoka County,Atoka County,OK,5,,,,
73461,OK,Atoka County,Atoka County,OK,5,,,,
74525,OK,Atoka County,Atoka County,OK,5,,,,
74533,OK,Atoka County,Atoka County,OK,5,,,,
74540,OK,Atoka County,Atoka County,OK,5,,,,
74555,OK,Atoka County,Atoka County,OK,5,,,,
74569,OK,Atoka County,Atoka County,OK,5,,,,
74576,OK,Atoka County,Atoka County,OK,5,,,,
74729,OK,Atoka County,Atoka County,OK,5,,,,
74748,OK,Atoka County,Atoka County,OK,5,,,,
73844,OK,Beaver County,Beaver County,OK,7,,,,
73931,OK,Beaver County,Beaver County,OK,7,,,,
73932,OK,Beaver County,Beaver County,OK,7,,,,
73938,OK,Beaver County,Beaver County,OK,7,,,,
73950,OK,Beaver County,Beaver County,OK,7,,,,
73627,OK,Beckham County,Beckham County,OK,9,,,,
73644,OK,Beckham County,Beckham County,OK,9,,,,
73645,OK,Beckham County,Beckham County,OK,9,,,,
73662,OK,Beckham County,Beckham County,OK,9,,,,
73668,OK,Beckham County,Beckham County,OK,9,,,,
73040,OK,Blaine County,Blaine County,OK,11,,,,
73043,OK,Blaine County,Blaine County,OK,11,,,,
73048,OK,Blaine County,Blaine County,OK,11,,,,
73724,OK,Blaine County,Blaine County,OK,11,,,,
73744,OK,Blaine County,Blaine County,OK,11,,,,
73755,OK,Blaine County,Blaine County,OK,11,,,,
73763,OK,Blaine County,Blaine County,OK,11,,,,
73770,OK,Blaine County,Blaine County,OK,11,,,,
73772,OK,Blaine County,Blaine County,OK,11,,,,
73449,OK,Bryan County,Bryan County,OK,13,,,,
74701,OK,Bryan County,Bryan County,OK,13,,,,
74720,OK,Bryan County,Bryan County,OK,13,,,,
74721,OK,Bryan County,Bryan County,OK,13,,,,
74723,OK,Bryan County,Bryan County,OK,13,,,,
74726,OK,Bryan County,Bryan County,OK,13,,,,
74729,OK,Bryan County,Bryan County,OK,13,,,,
74730,OK,Bryan County,Bryan County,OK,13,,,,
74731,OK,Bryan County,Bryan County,OK,13,,,,
74733,OK,Bryan County,Bryan County,OK,13,,,,
74741,OK,Bryan County,Bryan County,OK,13,,,,
74748,OK,Bryan County,Bryan County,OK,13,,,,
74753,OK,Bryan County,Bryan County,OK,13,,,,
73001,OK,Caddo County,Caddo County,OK,15,,,,
73005,OK,Caddo County,Caddo County,OK,15,,,,
73006,OK,Caddo County,Caddo County,OK,15,,,,
73009,OK,Caddo County,Caddo County,OK,15,,,,
73014,OK,Caddo County,Caddo County,OK,15,,,,
73015,OK,Caddo County,Caddo County,OK,15,,,,
73017,OK,Caddo County,Caddo County,OK,15,,,,
73029,OK,Caddo County,Caddo County,OK,15,,,,
73033,OK,Caddo County,Caddo County,OK,15,,,,
73038,OK,Caddo County,Caddo County,OK,15,,,,
73042,OK,Caddo County,Caddo County,OK,15,,,,
73047,OK,Caddo County,Caddo County,OK,15,,,,
73048,OK,Caddo County,Caddo County,OK,15,,,,
73053,OK,Caddo County,Caddo County,OK,15,,,,
73012,OK,Canadian County,Canadian County,OK,17,,,,
73014,OK,Canadian County,Canadian County,OK,17,,,,
73022,OK,Canadian County,Canadian County,OK,17,,,,
73036,OK,Canadian County,Canadian County,OK,17,,,,
73040,OK,Canadian County,Canadian County,OK,17,,,,
73047,OK,Canadian County,Canadian County,OK,17,,,,
73064,OK,Canadian County,Canadian County,OK,17,,,,
73078,OK,Canadian County,Canadian County,OK,17,,,,
73090,OK,Canadian County,Canadian County,OK,17,,,,
73099,OK,Canadian County,Canadian County,OK,17,,,,
73127,OK,Canadian County,Canadian County,OK,17,,,,
73128,OK,Canadian County,Canadian County,OK,17,,,,
73173,OK,Canadian County,Canadian County,OK,17,,,,
73179,OK,Canadian County,Canadian County,OK,17,,,,
73762,OK,Canadian County,Canadian County,OK,17,,,,
73401,OK,Carter County,Carter County,OK,19,,,,
73435,OK,Carter County,Carter County,OK,19,,,,
73436,OK,Carter County,Carter County,OK,19,,,,
73437,OK,Carter County,Carter County,OK,19,,,,
73438,OK,Carter County,Carter County,OK,19,,,,
73443,OK,Carter County,Carter County,OK,19,,,,
73444,OK,Carter County,Carter County,OK,19,,,,
73458,OK,Carter County,Carter County,OK,19,,,,
73463,OK,Carter County,Carter County,OK,19,,,,
73481,OK,Carter County,Carter County,OK,19,,,,
73487,OK,Carter County,Carter County,OK,19,,,,
73488,OK,Carter County,Carter County,OK,19,,,,
74352,OK,Cherokee County,Cherokee County,OK,21,,,,
74427,OK,Cherokee County,Cherokee County,OK,21,,,,
74434,OK,Cherokee County,Cherokee County,OK,21,,,,
74441,OK,Cherokee County,Cherokee County,OK,21,,,,
74444,OK,Cherokee County,Cherokee County,OK,21,,,,
74451,OK,Cherokee County,Cherokee County,OK,21,,,,
74452,OK,Cherokee County,Cherokee County,OK,21,,,,
74457,OK,Cherokee County,Cherokee County,OK,21,,,,
74464,OK,Cherokee County,Cherokee County,OK,21,,,,
74471,OK,Cherokee County,Cherokee County,OK,21,,,,
74960,OK,Cherokee County,Cherokee County,OK,21,,,,
74727,OK,Choctaw County,Choctaw County,OK,23,,,,
74735,OK,Choctaw County,Choctaw County,OK,23,,,,
74738,OK,Choctaw County,Choctaw County,OK,23,,,,
74743,OK,Choctaw County,Choctaw County,OK,23,,,,
74756,OK,Choctaw County,Choctaw County,OK,23,,,,
74759,OK,Choctaw County,Choctaw County,OK,23,,,,
74760,OK,Choctaw County,Choctaw County,OK,23,,,,
74761,OK,Choctaw County,Choctaw County,OK,23,,,,
73933,OK,Cimarron County,Cimarron County,OK,25,,,,
73937,OK,Cimarron County,Cimarron County,OK,25,,,,
73946,OK,Cimarron County,Cimarron County,OK,25,,,,
73947,OK,Cimarron County,Cimarron County,OK,25,,,,
73019,OK,Cleveland County,Cleveland County,OK,27,,,,
73020,OK,Cleveland County,Cleveland County,OK,27,,,,
73026,OK,Cleveland County,Cleveland County,OK,27,,,,
73051,OK,Cleveland County,Cleveland County,OK,27,,,,
73068,OK,Cleveland County,Cleveland County,OK,27,,,,
73069,OK,Cleveland County,Cleveland County,OK,27,,,,
73070,OK,Cleveland County,Cleveland County,OK,27,,,,
73071,OK,Cleveland County,Cleveland County,OK,27,,,,
73072,OK,Cleveland County,Cleveland County,OK,27,,,,
73115,OK,Cleveland County,Cleveland County,OK,27,,,,
73135,OK,Cleveland County,Cleveland County,OK,27,,,,
73139,OK,Cleveland County,Cleveland County,OK,27,,,,
73149,OK,Cleveland County,Cleveland County,OK,27,,,,
73150,OK,Cleveland County,Cleveland County,OK,27,,,,
73159,OK,Cleveland County,Cleveland County,OK,27,,,,
73160,OK,Cleveland County,Cleveland County,OK,27,,,,
73165,OK,Cleveland County,Cleveland County,OK,27,,,,
73169,OK,Cleveland County,Cleveland County,OK,27,,,,
73170,OK,Cleveland County,Cleveland County,OK,27,,,,
73173,OK,Cleveland County,Cleveland County,OK,27,,,,
74851,OK,Cleveland County,Cleveland County,OK,27,,,,
74857,OK,Cleveland County,Cleveland County,OK,27,,,,
74878,OK,Cleveland County,Cleveland County,OK,27,,,,
74534,OK,Coal County,Coal County,OK,29,,,,
74535,OK,Coal County,Coal County,OK,29,,,,
74538,OK,Coal County,Coal County,OK,29,,,,
74556,OK,Coal County,Coal County,OK,29,,,,
74572,OK,Coal County,Coal County,OK,29,,,,
73006,OK,Comanche County,Comanche County,OK,31,,,,
73501,OK,Comanche County,Comanche County,OK,31,,,,
73503,OK,Comanche County,Comanche County,OK,31,,,,
73505,OK,Comanche County,Comanche County,OK,31,,,,
73507,OK,Comanche County,Comanche County,OK,31,,,,
73527,OK,Comanche County,Comanche County,OK,31,,,,
73528,OK,Comanche County,Comanche County,OK,31,,,,
73538,OK,Comanche County,Comanche County,OK,31,,,,
73540,OK,Comanche County,Comanche County,OK,31,,,,
73541,OK,Comanche County,Comanche County,OK,31,,,,
73543,OK,Comanche County,Comanche County,OK,31,,,,
73552,OK,Comanche County,Comanche County,OK,31,,,,
73557,OK,Comanche County,Comanche County,OK,31,,,,
73567,OK,Comanche County,Comanche County,OK,31,,,,
73572,OK,Comanche County,Comanche County,OK,31,,,,
73531,OK,Cotton County,Cotton County,OK,33,,,,
73562,OK,Cotton County,Cotton County,OK,33,,,,
73568,OK,Cotton County,Cotton County,OK,33,,,,
73572,OK,Cotton County,Cotton County,OK,33,,,,
74301,OK,Craig County,Craig County,OK,35,,,,
74332,OK,Craig County,Craig County,OK,35,,,,
74333,OK,Craig County,Craig County,OK,35,,,,
74349,OK,Craig County,Craig County,OK,35,,,,
74354,OK,Craig County,Craig County,OK,35,,,,
74369,OK,Craig County,Craig County,OK,35,,,,
74010,OK,Creek County,Creek County,OK,37,,,,
74028,OK,Creek County,Creek County,OK,37,,,,
74030,OK,Creek County,Creek County,OK,37,,,,
74033,OK,Creek County,Creek County,OK,37,,,,
74039,OK,Creek County,Creek County,OK,37,,,,
74041,OK,Creek County,Creek County,OK,37,,,,
74044,OK,Creek County,Creek County,OK,37,,,,
74046,OK,Creek County,Creek County,OK,37,,,,
74047,OK,Creek County,Creek County,OK,37,,,,
74052,OK,Creek County,Creek County,OK,37,,,,
74063,OK,Creek County,Creek County,OK,37,,,,
74066,OK,Creek County,Creek County,OK,37,,,,
74068,OK,Creek County,Creek County,OK,37,,,,
74071,OK,Creek County,Creek County,OK,37,,,,
74131,OK,Creek County,Creek County,OK,37,,,,
74132,OK,Creek County,Creek County,OK,37,,,,
74421,OK,Creek County,Creek County,OK,37,,,,
73096,OK,Custer County,Custer County,OK,39,,,,
73601,OK,Custer County,Custer County,OK,39,,,,
73620,OK,Custer County,Custer County,OK,39,,,,
73625,OK,Custer County,Custer County,OK,39,,,,
73639,OK,Custer County,Custer County,OK,39,,,,
73669,OK,Custer County,Custer County,OK,39,,,,
74331,OK,Delaware County,Delaware County,OK,41,,,,
74338,OK,Delaware County,Delaware County,OK,41,,,,
74342,OK,Delaware County,Delaware County,OK,41,,,,
74343,OK,Delaware County,Delaware County,OK,41,,,,
74344,OK,Delaware County,Delaware County,OK,41,,,,
74346,OK,Delaware County,Delaware County,OK,41,,,,
74347,OK,Delaware County,Delaware County,OK,41,,,,
74359,OK,Delaware County,Delaware County,OK,41,,,,
74364,OK,Delaware County,Delaware County,OK,41,,,,
74368,OK,Delaware County,Delaware County,OK,41,,,,
74370,OK,Delaware County,Delaware County,OK,41,,,,
73646,OK,Dewey County,Dewey County,OK,43,,,,
73654,OK,Dewey County,Dewey County,OK,43,,,,
73658,OK,Dewey County,Dewey County,OK,43,,,,
73659,OK,Dewey County,Dewey County,OK,43,,,,
73663,OK,Dewey County,Dewey County,OK,43,,,,
73667,OK,Dewey County,Dewey County,OK,43,,,,
73835,OK,Dewey County,Dewey County,OK,43,,,,
73859,OK,Dewey County,Dewey County,OK,43,,,,
73832,OK,Ellis County,Ellis County,OK,45,,,,
73840,OK,Ellis County,Ellis County,OK,45,,,,
73843,OK,Ellis County,Ellis County,OK,45,,,,
73858,OK,Ellis County,Ellis County,OK,45,,,,
